product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
Aceite de Oliva Extra Virgen Original,500 ml - 17fl oz,Borges,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva de España, Aceites de oliva virgen extra",100g,100g,900.0,kcal,100.0,g,15.0,g,0.0,g,0.0,g,0.0,g,0.0,mg,0.0,mg,3700.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
Creme tropical,800 g,Gullón,"Botanas, Snacks dulces, Galletas y pasteles, Galletas",100g,100g,473.0,kcal,18.0,g,2.0,g,70.0,g,17.0,g,6.5,g,0.7,g,0.28,g,1985.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
Estrella Galicia cerveza,33cl,Estrella galicia,"Bebidas, Bebidas alcohólicas, Cervezas",100g,100g,47.0,kcal,0.0,g,,,0.0,g,,,0.0,g,,,,,197.0,kJ,en:alcoholic-beverages,en:alcoholic-beverages,en:3-processed-foods,not-applicable,Bebidas Alcohólicas
Horchata de chufa original,1 L,Chufi,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, en:Dairy substitutes, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, Bebidas vegetales, Leches de frutos de cáscara, Bebidas no alcohólicas, Leches de chufa, Horchatas de chufa, Bebidas azucaradas",100g,100g,78.0,kcal,2.5,g,0.6,g,13.0,g,10.0,g,0.6,g,0.08,g,0.032,g,78.0,kcal,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,e,"Frutas, Verduras y Legumbres"
Bebida de avena Calcio,1 L,YoSoy,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena",100g,100g,47.0,kcal,0.7,g,0.1,g,8.2,g,4.8,g,1.6,g,0.03,g,0.012,g,198.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:1-unprocessed-or-minimally-processed-foods,c,"Cereales, Panadería y Pasta"
Pechuga de Pavo Cocida Bajo Contenido el Sal,100 g,La Tabla de Aldi,"Productos a base de carne, Carnes, Embutidos, Aves, Carnes frías, Pavo y sus productos, Pavo",100g,100g,107.0,kcal,1.1,g,0.4,g,1.0,g,1.0,g,23.0,g,1.3,g,0.52,g,453.0,kJ,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",en:4-ultra-processed-food-and-drink-products,a,"Carne, Aves y Productos Cárnicos"
Crema de vinagre balsámico de Módena,250 g,Hacendado,"Condimentos, Vinagres, Vinagres balsámicos, Cremas de vinagre, en:Glazes with balsamic vinegar",100g,100g,178.0,kcal,0.0,g,0.0,g,41.0,g,40.0,g,1.1,g,0.55,g,0.22,g,761.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,not-applicable,"Salsas, Condimentos y Aditivos"
Yogur sabor fresa,480g,Danone,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, en:Flavoured fermented dairy desserts, Yogur de leche de vaca, Yogures de sabores",100g,100g,77.0,kcal,1.9,g,1.1,g,11.9,g,11.9,g,3.0,g,0.11,g,0.044,g,323.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
Galletas Integrales Arándano 0% Azúcares Añadidos,190 g,Santiveri,"Botanas, Snacks dulces, Galletas y pasteles, en:Biscuits and crackers, Galletas, Galletas secas",100g,100g,425.0,kcal,12.5,g,1.4,g,73.0,g,7.0,g,6.7,g,0.2,g,0.08,g,1777.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,c,"Cereales, Panadería y Pasta"
Maíz crujiente y tierno,170g,Hacendado,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Semillas, Cereales y derivados, Cereales en grano, Maíz, en:Corn grain",100g,100g,522.0,kcal,31.0,g,3.0,g,52.0,g,1.0,g,6.4,g,2.4,g,0.96,g,2177.0,kJ,en:cereals,"en:cereals-and-potatoes,en:cereals",en:4-ultra-processed-food-and-drink-products,c,"Cereales, Panadería y Pasta"
Pan de molde proteico,250g,"Aldi, El Horno de Aldi","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Panes, Panes de molde, lt:Pan de molde",100g,100g,281.0,kcal,11.0,g,1.4,g,11.0,g,2.3,g,31.0,g,1.5,g,0.6,g,1176.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:4-ultra-processed-food-and-drink-products,c,"Cereales, Panadería y Pasta"
Queso Burgos desnatado 0%,"250 g (4x62,5g)",Hacendado,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco, Queso blanco pasteurizado desnatado",100g,100g,67.0,kcal,0.4,g,0.1,g,3.9,g,3.9,g,12.0,g,0.91,g,0.364,g,285.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,b,Lácteos y Derivados
Pechuga de Pollo 92%,200g,Hacendado,"Productos a base de carne, Carnes, Embutidos, Pollo y sus productos, Aves, Pollo, fr:Charcuteries cuites, en:Poultry hams, Pechugas de pollo, Fiambre de pechuga de pollo, ca:Pit-de-pollastre, ca:pit de pollastre",100g,100g,89.0,kcal,1.7,g,0.5,g,1.0,g,1.0,g,18.1,g,4.75,g,1.9,g,89.0,kcal,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
PASCUAL LECHE ENTERA,1 l,Pascual,"Lácteos, en:Milks (liquid and powder), Leches, Leches homogeneizadas, Productos pasteurizados, Leche UHT, Leche entera",100g,serving,64.0,kcal,3.6,g,2.5,g,4.6,g,4.6,g,3.3,g,0.12,g,0.048,g,268.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
Nata ligera para cocinar,500 ml,Hacendado,"Dairies, Creams, fr:Crèmes légères",100g,100g,163.0,kcal,15.0,g,10.0,g,5.0,g,3.0,g,2.0,g,0.1,g,0.04,g,674.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
Leche Semidesnatada,1 l,Hacendado,"Lácteos, en:Milks (liquid and powder), Leches, Leche semidesnatada, Leche de vaca",100g,100g,46.0,kcal,1.6,g,1.1,g,4.8,g,4.8,g,3.1,g,0.13,g,0.052,g,194.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Bífidus con mango,500 g,Hacendado,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, en:Fermented dairy desserts with fruits, Yogures, Yogures de frutas, Yogures bifidus, en:Fruit bifidus yogurts",100g,100g,85.0,kcal,2.6,g,1.8,g,11.8,g,11.8,g,3.5,g,0.12,g,0.048,g,85.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
Bebida arroz,1 l,Hacendado,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de arroz, Bebidas de arroz naturales",100g,100g,38.0,kcal,1.2,g,0.3,g,6.4,g,4.6,g,0.4,g,0.14,g,0.056,g,160.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:3-processed-foods,c,"Cereales, Panadería y Pasta"
Chocolate negro 85% cacao,200,"J.D. Gross, Lidl","Snacks, Aperitius dolços, Cacau i derivats, Xocolata, Xocolata negra",100g,100g,576.0,kcal,46.0,g,29.0,g,22.0,g,16.0,g,12.0,g,0.02,g,0.008,g,2384.0,kJ,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",en:4-ultra-processed-food-and-drink-products,d,"Snacks, Dulces y Postres"
Pan Integral Dextrin Lino,300 g,"Dextrin, Santiveri","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes de molde, Pan tostado, Panes blancos, Panes de trigo, Panes integrales, Panes de molde integrales",100g,100g,365.0,kcal,6.5,g,0.9,g,56.6,g,1.7,g,15.0,g,1.0,g,0.4,g,1536.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,a,"Cereales, Panadería y Pasta"
Queso fresco,11 gramos,"Burgo de Arias, Savencia","Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco, Juego de arias",100g,100g,164.0,kcal,12.0,g,8.4,g,3.0,g,3.0,g,11.0,g,0.875,g,0.35,g,687.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,c,Lácteos y Derivados
Pan de molde blanco familiar,820 g,Dia,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Panes, Panes de molde",100g,100g,268.0,kcal,2.4,g,0.5,g,52.0,g,3.0,g,8.5,g,1.2,g,0.48,g,1134.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,c,"Cereales, Panadería y Pasta"
Leche de cabra semidesnatada,1 kilo,Hacendado,"Lácteos, Leches, Leches homogeneizadas, Leche de cabra, Leche semidesnatada, Leche UHT",100g,100g,46.0,kcal,1.6,g,1.0,g,4.5,g,4.5,g,3.4,g,0.1,g,0.04,g,46.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Crema 100% Cacahuete,500g,Carrefour,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Desayunos, Untables, Frutos de cáscara y derivados, Untables vegetales, Untables dulces, Purés de oleaginosas, Mantecas de leguminosas, fr:Pâtes à tartiner, Mantecas de frutos de cáscara, Mantecas de cacahuete",100g,100g,611.0,kcal,48.7,g,4.7,g,13.6,g,5.5,g,26.0,g,0.1,g,0.04,g,2531.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Griego natural,440 g (4 x 110 g),Danone,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, en:Plain fermented dairy desserts, Yogures naturales, Yogures estilo griego",100g,100g,96.0,kcal,7.0,g,4.6,g,4.6,g,4.6,g,3.6,g,0.08,g,0.032,g,402.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:3-processed-foods,c,Lácteos y Derivados
Arroz calidad de oro,1kg,Brillante,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano, Arroces, Arroces vaporizados",100g,100g,353.0,kcal,1.3,g,0.4,g,76.0,g,1.0,g,7.9,g,0.01,g,0.004,g,1496.0,kJ,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,b,"Cereales, Panadería y Pasta"
Galletas digestive de avena,425 g,Dia,"Botanas, Snacks dulces, Galletas y pasteles, Galletas, Galletas de tipo Digestive",100g,100g,477.0,kcal,21.0,g,2.3,g,61.0,g,18.0,g,7.5,g,1.1,g,0.44,g,1996.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
Guacamole,200 g,Chef select,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Untables, Untables vegetales, Salsas, Salsas para mojar, Guacamoles, en:groceries",100g,100g,157.0,kcal,14.1,g,2.6,g,2.6,g,0.9,g,1.9,g,1.07,g,0.428,g,157.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:3-processed-foods,a,"Salsas, Condimentos y Aditivos"
Agua mineral con gas grande,12,Vichy Catalan,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas carbonatadas, Aguas, Aguas de manantial, Aguas carbonatadas, Aguas minerales, Aguas minerales naturales, Aguas minerales naturales carbonatadas",100g,100g,0.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0975,g,0.039,g,0.0,kJ,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,a,"Bebidas, Agua e Infusiones"
Tónica Original,33 cl,Schweppes,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas carbonatadas, Sodas, Bebidas no alcohólicas, Tónica, Bebidas con sabor, Bebidas azucaradas, en:Tonic drink with sugar",serving,100g,119.0,kcal,0.0,g,0.0,g,28.1,g,27.7,g,0.0,g,0.1,g,0.04,g,498.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:4-ultra-processed-food-and-drink-products,e,"Bebidas, Agua e Infusiones"
Vinagre de vino blanco,1 l,Hacendado,"Condimentos, Vinagres, Vinagres de vino, Vinagres de vino blanco",100g,100g,20.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.05,g,0.02,g,85.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:2-processed-culinary-ingredients,not-applicable,"Salsas, Condimentos y Aditivos"
Kefir,6 x 100 g,Nestlé,"Bebidas, Lácteos, Comidas fermentadas, Productos fermentados de la leche, Bebida lácteas, Bebidas fermentadas, Bebidas de leche fermentada, Kéfir",100g,100g,47.0,kcal,1.5,g,0.9,g,4.8,g,4.8,g,3.7,g,0.17,g,0.068,g,198.0,kJ,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:3-processed-foods,b,Lácteos y Derivados
Leche entera,1 l,Hacendado,"Lácteos, Leches, Leche entera, Leche de vaca",100g,100g,63.0,kcal,3.6,g,2.4,g,4.6,g,4.6,g,3.1,g,0.13,g,0.052,g,264.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
Bocados marinados,180mg,Hacendado,"en:Meat alternatives, Carnes vegetales",100g,100g,103.0,kcal,2.1,g,0.4,g,1.7,g,0.5,g,17.0,g,1.4,g,0.56,g,432.0,kJ,,,en:4-ultra-processed-food-and-drink-products,a,"Frutas, Verduras y Legumbres"
Snakis de maíz sabor mantequilla,100 g,Hacendado,"Botanas, Snacks salados, Aperitivos, en:Biscuits and crackers, en:Chips and fries, Chips fritos, Crackers, en:Puffed salty snacks, en:Puffed salty snacks made from maize",100g,100g,545.0,kcal,28.0,g,3.6,g,66.0,g,5.0,g,6.1,g,1.7,g,0.68,g,545.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
Tomates cherry pera,250 g,Topmato,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Tomates y sus productos, Verduras y hortalizas frescas, Tomates, Tomates frescos",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,"Frutas, Verduras y Legumbres"
Tomate frito receta artesana,570 g,Freshona,"Condiments, Sauces, Meal sauces, Tomato sauces, Fried tomato sauces, Groceries",serving,100g,206.0,kcal,15.2,g,2.0,g,13.7,g,12.5,g,2.2,g,1.0,g,0.4,g,206.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:3-processed-foods,c,"Salsas, Condimentos y Aditivos"
SPREMUTA D ARANCIA,1 l,Don Simón,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Zumos de frutas, Zumos de naranja",100g,100g,43.0,kcal,0.1,g,0.0,g,10.0,g,10.0,g,0.6,g,0.01,g,0.004,g,43.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,c,"Frutas, Verduras y Legumbres"
Leche desnatada,1 l,Central Lechera Asturiana,"Lácteos, Leches, Leche desnatada",100g,100g,34.0,kcal,0.25,g,0.17,g,4.7,g,4.7,g,3.2,g,0.0975,g,0.039,g,142.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Bífidus natural edulcorado desnatado m.g. sin gluten,960 g (120 g x8) e,Danone,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, Yogures bifidus, Con azúcar (fructosa) y edulcorantes, Edulcorantes-con-bifidus, Leche-fermentada-desnatado",serving,100g,39.0,kcal,0.4,g,0.2,g,4.8,g,4.8,g,4.0,g,0.2,g,0.08,g,39.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,a,Lácteos y Derivados
Sobrasada,250 g,ElPozo,"Productos a base de carne, Untables, Alimentos frescos, Carnes, Embutidos, Untables salados, Embutidos curados, fr:Charcuteries diverses, Productos cárnicos españoles, Chorizo, Sobrasada de Mallorca",100g,100g,569.2,kcal,60.0,g,20.0,g,0.5,g,0.5,g,7.3,g,2.4,g,0.96,g,2344.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
Pepsi Max,330ml,Pepsi,"Bebidas, Bebidas carbonatadas, Bebidas endulzadas artificialmente, Sodas, Bebidas light, Bebidas de cola, Sodas light, Bebida de cola light",100g,100g,1.0,kcal,0.0,g,0.0,g,0.1,g,0.0,g,0.1,g,0.01,g,0.004,g,1.0,kcal,en:artificially-sweetened-beverages,"en:beverages,en:artificially-sweetened-beverages",en:4-ultra-processed-food-and-drink-products,c,"Bebidas, Agua e Infusiones"
Nature of nuts,400 g,Carrefour,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Légumineuses, Fruits à coques et dérivés, Fruits à coques, Cacahuètes",100g,100g,615.0,kcal,50.0,g,7.7,g,6.2,g,4.5,g,29.0,g,0.05,g,0.02,g,2544.0,kJ,en:nuts,"en:salty-snacks,en:nuts",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Agua mineral natural,50 cl,Font Vella,"Beverages and beverages preparations, Beverages, Waters, Spring waters, Mineral waters, Natural mineral waters",100g,100g,0.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,2.025,mg,0.81,mg,0.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,"Bebidas, Agua e Infusiones"
Jamón curado clásico,50 g,Navidul,"Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, Jamón Curado",100g,serving,212.0,kcal,10.0,g,3.8,g,0.5,g,0.5,g,30.0,g,5.0,g,2.0,g,889.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:3-processed-foods,e,"Carne, Aves y Productos Cárnicos"
Yogur sabor macedonia,480g,Danone,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, en:Fermented dairy desserts with fruits, Yogures, Yogures de frutas, en:Flavoured fermented dairy desserts, Yogur de leche de vaca, Yogures de sabores",100g,100g,77.0,kcal,1.9,g,1.1,g,11.9,g,11.9,g,3.0,g,0.11,g,0.044,g,323.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
Guacamole,200 g,"Avomix, Freshmix","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Untables, Untables vegetales, Salsas, Salsas para mojar, Guacamoles, en:Groceries",100g,100g,,,17.2,g,2.4,g,3.0,g,1.4,g,1.5,g,1.3,g,0.52,g,750.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,c,"Salsas, Condimentos y Aditivos"
